id_envio,id_cliente,cliente,cidade_cliente,estado_cliente,id_veiculo,veiculo,placa,categoria_veiculo,cd_origem,cidade_origem,estado_origem,cd_destino,cidade_destino,estado_destino,data_postagem,data_previsao_entrega,data_entrega_real,valor_frete,peso_carga
821,781,João Felipe Pinto,Nunes,PE,30,DAF XF 480,KSZ8486,3,CD Imperatriz,Imperatriz,MA,CD Criciúma,Criciúma,SC,2026-04-07 00:59:18,2026-04-16 00:59:18,2026-04-25 00:59:18,1184.12,1056.547
815,782,João Guilherme Duarte,Aragão,RS,20,Volkswagen Amarok,LDU5797,2,CD Aracaju,Aracaju,SE,CD Araçatuba,Araçatuba,SP,2026-03-16 19:12:22,2026-03-25 19:12:22,2026-04-01 19:12:22,625.18,967.493
792,783,Manuela Leão,Viana do Sul,GO,22,Renault Master,JVZ8251,3,CD Marabá,Marabá,PA,CD Uberlândia,Uberlândia,MG,2026-02-17 23:30:01,2026-03-03 23:30:01,2026-02-18 23:30:01,1463.03,1289.577
802,783,Manuela Leão,Viana do Sul,GO,23,Fiat Ducato,AUR0775,3,CD Pelotas,Pelotas,RS,CD São Carlos,São Carlos,SP,2026-06-19 03:38:47,2026-07-02 03:38:47,,1490.48,1518.005
442,784,Caleb Câmara,Peixoto,PI,29,Iveco Tector 240E30,KIW4424,3,CD Chapecó,Chapecó,SC,CD São Luís,São Luís,MA,2026-05-27 19:08:38,2026-06-05 19:08:38,,930.76,1737.791
800,784,Caleb Câmara,Peixoto,PI,28,Volvo VM 270,NOG4159,3,CD Dourados,Dourados,MS,CD Belo Horizonte,Belo Horizonte,MG,2026-05-15 17:48:08,2026-05-20 17:48:08,2026-05-24 17:48:08,510.88,1089.093
932,784,Caleb Câmara,Peixoto,PI,22,Renault Master,JVZ8251,3,CD Uberaba,Uberaba,MG,CD Recife,Recife,PE,2026-01-15 14:02:39,2026-01-17 14:02:39,2026-02-01 14:02:39,1048.69,1654.296
411,785,Henrique Rios,Barbosa,BA,20,Volkswagen Amarok,LDU5797,2,CD Macapá,Macapá,AP,CD Campina Grande,Campina Grande,PB,2026-03-18 04:44:10,2026-03-20 04:44:10,2026-03-31 04:44:10,447.55,400.815
539,786,Dra. Ana Julia Souza,Porto da Praia,AM,18,Chevrolet S10,HFY7172,2,CD João Pessoa,João Pessoa,PB,CD Araguaína,Araguaína,TO,2026-04-11 21:37:11,2026-04-24 21:37:11,,690.16,590.992
192,788,Apollo Nascimento,Sales,SC,24,Volkswagen Delivery 11.180,SBS6419,3,CD Campo Grande,Campo Grande,MS,CD Ananindeua,Ananindeua,PA,2026-02-26 02:49:53,2026-03-13 02:49:53,2026-03-14 02:49:53,1808.31,1715.831
212,788,Apollo Nascimento,Sales,SC,28,Volvo VM 270,NOG4159,3,CD Betim,Betim,MG,CD Fortaleza,Fortaleza,CE,2026-05-22 07:10:26,2026-05-25 07:10:26,2026-05-31 07:10:26,1673.11,1678.333
634,788,Apollo Nascimento,Sales,SC,22,Renault Master,JVZ8251,3,CD Araguaína,Araguaína,TO,CD Itajaí,Itajaí,SC,2026-01-22 16:22:11,2026-01-24 16:22:11,2026-01-25 16:22:11,1359.81,1959.496
611,789,Ayla Cirino,Costela Paulista,PR,16,Fiat Toro,COX0501,2,CD Itajaí,Itajaí,SC,CD Niterói,Niterói,RJ,2026-03-06 21:03:51,2026-03-18 21:03:51,,440.02,658.578
844,790,Davi Ferreira,Santos,MA,24,Volkswagen Delivery 11.180,SBS6419,3,CD Rondonópolis,Rondonópolis,MT,CD São José dos Campos,São José dos Campos,SP,2026-04-08 11:23:14,2026-04-11 11:23:14,2026-04-11 11:23:14,1258.72,1336.414
25,791,Dra. Maria Julia Ferreira,Lopes do Oeste,RN,1,Fiat Mobi,NCM2438,1,CD Mossoró,Mossoró,RN,CD Macapá,Macapá,AP,2026-03-01 15:08:07,2026-03-05 15:08:07,,73.63,68.308
94,792,Sr. Oliver Lima,Vasconcelos do Amparo,PI,28,Volvo VM 270,NOG4159,3,CD Marabá,Marabá,PA,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,2026-03-16 14:34:08,2026-03-27 14:34:08,,642.25,1248.685
91,793,João Pedro Camargo,Araújo de Garcia,ES,30,DAF XF 480,KSZ8486,3,CD João Pessoa,João Pessoa,PB,CD Joinville,Joinville,SC,2026-05-24 12:25:23,2026-05-29 12:25:23,2026-06-07 12:25:23,804.58,1129.108
902,793,João Pedro Camargo,Araújo de Garcia,ES,23,Fiat Ducato,AUR0775,3,CD Serra,Serra,ES,CD Taubaté,Taubaté,SP,2026-01-08 14:39:37,2026-01-13 14:39:37,2026-01-26 14:39:37,1214.74,1020.039
140,797,Thomas Campos,Machado,AP,18,Chevrolet S10,HFY7172,2,CD Marília,Marília,SP,CD Presidente Prudente,Presidente Prudente,SP,2026-06-04 01:12:22,2026-06-14 01:12:22,2026-06-22 01:12:22,670.58,969.449
339,797,Thomas Campos,Machado,AP,21,Mercedes-Benz Sprinter,WDM2991,3,CD Taubaté,Taubaté,SP,CD Aracaju,Aracaju,SE,2026-06-04 05:35:24,2026-06-10 05:35:24,2026-06-15 05:35:24,1288.9,1323.398
924,797,Thomas Campos,Machado,AP,20,Volkswagen Amarok,LDU5797,2,CD Sobral,Sobral,CE,CD Vitória da Conquista,Vitória da Conquista,BA,2026-06-18 15:20:41,2026-06-27 15:20:41,,899.29,909.43
228,798,Dr. Matheus Novaes,Costa das Flores,RO,19,Ford Ranger,YTU8726,2,CD Santos,Santos,SP,CD Linhares,Linhares,ES,2026-05-06 14:02:28,2026-05-20 14:02:28,2026-05-19 14:02:28,88.18,138.968
631,799,Marcelo Lopes,Pinto Alegre,AM,19,Ford Ranger,YTU8726,2,CD Petrolina,Petrolina,PE,CD Araguaína,Araguaína,TO,2026-06-27 21:44:51,2026-06-30 21:44:51,,640.05,900.746
35,801,Bernardo Guerra,Pimenta,TO,18,Chevrolet S10,HFY7172,2,CD Chapecó,Chapecó,SC,CD Boa Vista,Boa Vista,RR,2026-01-29 04:48:00,2026-02-05 04:48:00,2026-02-10 04:48:00,410.54,441.33
215,804,Ester da Paz,Dias,MA,20,Volkswagen Amarok,LDU5797,2,CD Limeira,Limeira,SP,CD Guarulhos,Guarulhos,SP,2026-06-16 06:31:18,2026-06-20 06:31:18,2026-06-28 06:31:18,831.77,760.157
326,804,Ester da Paz,Dias,MA,26,Volkswagen Constellation 24.280,AEV8053,3,CD São Luís,São Luís,MA,CD Sobral,Sobral,CE,2026-02-20 12:52:58,2026-03-07 12:52:58,2026-02-28 12:52:58,1903.21,1611.52
690,805,Dra. Liz Lopes,Jesus da Mata,SP,18,Chevrolet S10,HFY7172,2,CD Contagem,Contagem,MG,CD Jundiaí,Jundiaí,SP,2026-02-19 09:51:04,2026-02-22 09:51:04,2026-02-21 09:51:04,576.13,472.033
408,806,Dr. Anthony Correia,Macedo do Oeste,AP,24,Volkswagen Delivery 11.180,SBS6419,3,CD Vila Velha,Vila Velha,ES,CD Ponta Grossa,Ponta Grossa,PR,2026-05-18 22:21:41,2026-05-22 22:21:41,2026-05-21 22:21:41,981.4,1061.522
856,806,Dr. Anthony Correia,Macedo do Oeste,AP,18,Chevrolet S10,HFY7172,2,CD Juiz de Fora,Juiz de Fora,MG,CD Curitiba,Curitiba,PR,2026-06-21 13:25:51,2026-07-04 13:25:51,,513.16,806.396
699,809,Pietra Cavalcanti,Marques,SC,19,Ford Ranger,YTU8726,2,CD Macapá,Macapá,AP,CD Canoas,Canoas,RS,2026-01-26 07:57:07,2026-01-27 07:57:07,2026-02-03 07:57:07,887.48,881.631
716,810,Sra. Joana da Mata,Silva das Flores,PE,17,Toyota Hilux,XHD6644,2,CD Chapecó,Chapecó,SC,CD Curitiba,Curitiba,PR,2026-06-13 18:12:42,2026-06-27 18:12:42,2026-06-17 18:12:42,429.52,577.48
415,813,Luísa Fernandes,Siqueira,AP,17,Toyota Hilux,XHD6644,2,CD Pelotas,Pelotas,RS,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,2026-06-22 12:53:52,2026-07-06 12:53:52,,452.02,709.428
239,814,Sr. Bruno Leão,Pereira,PB,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Marília,Marília,SP,CD Linhares,Linhares,ES,2026-06-04 02:09:00,2026-06-17 02:09:00,2026-06-10 02:09:00,891.26,1351.76
630,814,Sr. Bruno Leão,Pereira,PB,22,Renault Master,JVZ8251,3,CD Santa Maria,Santa Maria,RS,CD Marabá,Marabá,PA,2026-04-13 15:41:57,2026-04-17 15:41:57,2026-04-28 15:41:57,1650.58,1675.479
595,815,Caroline Macedo,Nascimento da Mata,GO,27,Scania P320,DCB9288,3,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,CD Ananindeua,Ananindeua,PA,2026-06-23 07:24:02,2026-07-06 07:24:02,2026-06-25 07:24:02,1237.62,1432.324
105,817,Clarice Macedo,Oliveira,MT,19,Ford Ranger,YTU8726,2,CD Teresina,Teresina,PI,CD Ribeirão Preto,Ribeirão Preto,SP,2026-04-22 17:53:20,2026-05-01 17:53:20,2026-05-07 17:53:20,865.21,725.493
288,817,Clarice Macedo,Oliveira,MT,20,Volkswagen Amarok,LDU5797,2,CD São Luís,São Luís,MA,CD Petrolina,Petrolina,PE,2026-01-14 17:20:15,2026-01-21 17:20:15,,174.43,308.565
461,817,Clarice Macedo,Oliveira,MT,16,Fiat Toro,COX0501,2,CD Araraquara,Araraquara,SP,CD Serra,Serra,ES,2026-04-03 02:20:39,2026-04-15 02:20:39,2026-04-20 02:20:39,894.92,846.415
765,818,Ana Liz Garcia,Montenegro,RO,23,Fiat Ducato,AUR0775,3,CD Joinville,Joinville,SC,CD Imperatriz,Imperatriz,MA,2026-04-09 05:00:57,2026-04-14 05:00:57,2026-04-14 05:00:57,1046.49,1608.574
960,818,Ana Liz Garcia,Montenegro,RO,18,Chevrolet S10,HFY7172,2,CD Osasco,Osasco,SP,CD Cuiabá,Cuiabá,MT,2026-04-27 13:10:02,2026-05-06 13:10:02,2026-05-12 13:10:02,716.32,792.504
19,819,Larissa Pimenta,da Luz do Amparo,BA,26,Volkswagen Constellation 24.280,AEV8053,3,CD Aracaju,Aracaju,SE,CD Joinville,Joinville,SC,2026-04-14 19:59:00,2026-04-22 19:59:00,2026-04-22 19:59:00,1227.57,1876.83
161,821,Nicolas Santos,Cunha de Mendes,DF,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Juazeiro,Juazeiro,BA,CD Vitória,Vitória,ES,2026-03-04 09:50:02,2026-03-10 09:50:02,2026-03-21 09:50:02,1551.42,1670.652
293,821,Nicolas Santos,Cunha de Mendes,DF,24,Volkswagen Delivery 11.180,SBS6419,3,CD Campina Grande,Campina Grande,PB,CD Juazeiro do Norte,Juazeiro do Norte,CE,2026-06-22 22:46:59,2026-07-03 22:46:59,,1133.63,1149.781
586,821,Nicolas Santos,Cunha de Mendes,DF,19,Ford Ranger,YTU8726,2,CD Brasília,Brasília,DF,CD Campina Grande,Campina Grande,PB,2026-06-01 23:50:20,2026-06-02 23:50:20,2026-06-05 23:50:20,140.0,165.625
130,822,Henrique Cirino,Rodrigues,PI,21,Mercedes-Benz Sprinter,WDM2991,3,CD Araçatuba,Araçatuba,SP,CD Linhares,Linhares,ES,2025-12-31 16:46:21,2026-01-14 16:46:21,2026-01-04 16:46:21,1141.97,1087.206
828,824,Sr. Bruno Leão,Ribeiro,PR,24,Volkswagen Delivery 11.180,SBS6419,3,CD Camaçari,Camaçari,BA,CD Juiz de Fora,Juiz de Fora,MG,2026-01-11 08:57:50,2026-01-25 08:57:50,2026-01-22 08:57:50,1344.22,1855.378
887,824,Sr. Bruno Leão,Ribeiro,PR,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Osasco,Osasco,SP,CD Caxias do Sul,Caxias do Sul,RS,2026-06-24 13:11:03,2026-06-30 13:11:03,,1230.0,1238.47
898,824,Sr. Bruno Leão,Ribeiro,PR,28,Volvo VM 270,NOG4159,3,CD Joinville,Joinville,SC,CD Novo Hamburgo,Novo Hamburgo,RS,2026-04-17 09:27:56,2026-04-22 09:27:56,2026-04-20 09:27:56,1388.17,1919.504
683,826,Henry Gabriel Novaes,Oliveira,SC,28,Volvo VM 270,NOG4159,3,CD Porto Alegre,Porto Alegre,RS,CD Juazeiro do Norte,Juazeiro do Norte,CE,2026-04-27 03:31:59,2026-05-03 03:31:59,2026-05-01 03:31:59,1104.47,1389.979
521,827,Dra. Sofia Carvalho,Cirino,PR,30,DAF XF 480,KSZ8486,3,CD Chapecó,Chapecó,SC,CD Dourados,Dourados,MS,2026-06-03 23:30:03,2026-06-08 23:30:03,2026-06-18 23:30:03,1814.86,1822.706
672,827,Dra. Sofia Carvalho,Cirino,PR,19,Ford Ranger,YTU8726,2,CD Jaboatão dos Guararapes,Jaboatão dos Guararapes,PE,CD Petrolina,Petrolina,PE,2026-01-12 11:19:10,2026-01-22 11:19:10,2026-01-15 11:19:10,462.59,516.163
857,828,Laís Monteiro,Dias,PI,1,Fiat Mobi,NCM2438,1,CD Campos dos Goytacazes,Campos dos Goytacazes,RJ,CD Cuiabá,Cuiabá,MT,2026-02-15 20:37:06,2026-02-23 20:37:06,2026-02-25 20:37:06,31.4,10.697
448,830,Sra. Mariane Pinto,Pastor,DF,16,Fiat Toro,COX0501,2,CD Maceió,Maceió,AL,CD Duque de Caxias,Duque de Caxias,RJ,2026-02-01 10:07:19,2026-02-11 10:07:19,2026-02-19 10:07:19,235.37,280.63
503,830,Sra. Mariane Pinto,Pastor,DF,19,Ford Ranger,YTU8726,2,CD São Carlos,São Carlos,SP,CD Maringá,Maringá,PR,2026-02-19 18:18:13,2026-02-20 18:18:13,,646.44,569.317
636,831,Maria Luísa Caldeira,Brito,SE,16,Fiat Toro,COX0501,2,CD Uberaba,Uberaba,MG,CD Marabá,Marabá,PA,2026-05-26 21:22:01,2026-05-31 21:22:01,2026-05-31 21:22:01,453.11,633.525
588,832,Bento Pimenta,Fonseca,RN,23,Fiat Ducato,AUR0775,3,CD Maringá,Maringá,PR,CD Serra,Serra,ES,2026-06-18 02:45:46,2026-06-26 02:45:46,,1499.23,1305.879
838,835,Juliana Siqueira,da Luz do Amparo,MA,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Foz do Iguaçu,Foz do Iguaçu,PR,CD Linhares,Linhares,ES,2026-05-31 17:04:22,2026-06-01 17:04:22,,1347.73,1972.467
549,836,Clarice Alves,Sampaio,AC,19,Ford Ranger,YTU8726,2,CD Goiânia,Goiânia,GO,CD Maceió,Maceió,AL,2026-06-18 03:12:49,2026-07-02 03:12:49,,558.4,722.584
33,837,Maria Júlia Porto,Pimenta do Amparo,ES,30,DAF XF 480,KSZ8486,3,CD Foz do Iguaçu,Foz do Iguaçu,PR,CD Criciúma,Criciúma,SC,2026-03-30 13:29:33,2026-04-11 13:29:33,2026-04-13 13:29:33,735.44,1394.073
478,837,Maria Júlia Porto,Pimenta do Amparo,ES,17,Toyota Hilux,XHD6644,2,CD Salvador,Salvador,BA,CD Guarulhos,Guarulhos,SP,2026-03-19 05:36:06,2026-03-26 05:36:06,,1153.2,999.908
193,838,Ana Carolina Ferreira,Pinto de da Cruz,DF,18,Chevrolet S10,HFY7172,2,CD São José dos Campos,São José dos Campos,SP,CD Camaçari,Camaçari,BA,2026-02-23 06:01:50,2026-03-10 06:01:50,,528.93,566.853
429,838,Ana Carolina Ferreira,Pinto de da Cruz,DF,29,Iveco Tector 240E30,KIW4424,3,CD Pelotas,Pelotas,RS,CD Natal,Natal,RN,2026-05-02 17:40:51,2026-05-09 17:40:51,2026-05-09 17:40:51,1465.54,1732.839
599,839,Yasmin Castro,Peixoto Grande,RO,18,Chevrolet S10,HFY7172,2,CD Governador Valadares,Governador Valadares,MG,CD Cascavel,Cascavel,PR,2026-01-20 08:17:55,2026-01-30 08:17:55,2026-01-21 08:17:55,152.89,114.351
4,841,Dr. Luigi Sampaio,Guerra,RJ,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Guarulhos,Guarulhos,SP,CD Novo Hamburgo,Novo Hamburgo,RS,2026-01-28 08:50:54,2026-02-05 08:50:54,,1264.91,1916.557
896,841,Dr. Luigi Sampaio,Guerra,RJ,22,Renault Master,JVZ8251,3,CD Belém,Belém,PA,CD Rio Verde,Rio Verde,GO,2026-01-14 15:52:41,2026-01-24 15:52:41,,850.9,1536.805
341,842,Daniel Ribeiro,Rios,MG,16,Fiat Toro,COX0501,2,CD Ponta Grossa,Ponta Grossa,PR,CD Belo Horizonte,Belo Horizonte,MG,2026-01-23 12:20:34,2026-02-06 12:20:34,2026-02-10 12:20:34,454.0,681.915
564,842,Daniel Ribeiro,Rios,MG,27,Scania P320,DCB9288,3,CD Fortaleza,Fortaleza,CE,CD Araraquara,Araraquara,SP,2026-06-24 06:20:26,2026-07-09 06:20:26,,886.46,1522.701
171,844,Sra. Natália Lima,Novaes das Flores,AL,21,Mercedes-Benz Sprinter,WDM2991,3,CD Belo Horizonte,Belo Horizonte,MG,CD Porto Alegre,Porto Alegre,RS,2026-03-12 11:49:03,2026-03-23 11:49:03,2026-03-19 11:49:03,1151.74,1331.184
606,844,Sra. Natália Lima,Novaes das Flores,AL,26,Volkswagen Constellation 24.280,AEV8053,3,CD Boa Vista,Boa Vista,RR,CD Salvador,Salvador,BA,2026-02-12 08:54:40,2026-02-21 08:54:40,,1483.54,1777.791
13,845,Camila Peixoto,Almeida das Pedras,TO,20,Volkswagen Amarok,LDU5797,2,CD Novo Hamburgo,Novo Hamburgo,RS,CD Linhares,Linhares,ES,2026-04-02 02:15:12,2026-04-09 02:15:12,2026-04-20 02:15:12,945.13,848.893
51,845,Camila Peixoto,Almeida das Pedras,TO,17,Toyota Hilux,XHD6644,2,CD São Paulo,São Paulo,SP,CD Joinville,Joinville,SC,2026-05-18 13:51:01,2026-05-26 13:51:01,2026-06-01 13:51:01,231.24,202.192
211,845,Camila Peixoto,Almeida das Pedras,TO,17,Toyota Hilux,XHD6644,2,CD São Carlos,São Carlos,SP,CD João Pessoa,João Pessoa,PB,2026-01-22 07:58:08,2026-01-24 07:58:08,2026-02-09 07:58:08,234.95,244.899
144,847,Dr. Pedro Lucas Montenegro,da Luz de Pires,AP,18,Chevrolet S10,HFY7172,2,CD Linhares,Linhares,ES,CD Mossoró,Mossoró,RN,2026-04-29 19:38:25,2026-05-14 19:38:25,2026-05-10 19:38:25,261.94,318.089
194,847,Dr. Pedro Lucas Montenegro,da Luz de Pires,AP,27,Scania P320,DCB9288,3,CD Salvador,Salvador,BA,CD Pelotas,Pelotas,RS,2026-02-01 21:38:57,2026-02-15 21:38:57,2026-02-09 21:38:57,1445.46,1930.832
711,847,Dr. Pedro Lucas Montenegro,da Luz de Pires,AP,3,Volkswagen Gol,VLJ1682,1,CD Brasília,Brasília,DF,CD Franca,Franca,SP,2026-03-10 01:35:20,2026-03-20 01:35:20,2026-03-21 01:35:20,36.97,22.742
290,848,Erick Sá,Gonçalves,AC,27,Scania P320,DCB9288,3,CD Governador Valadares,Governador Valadares,MG,CD Campinas,Campinas,SP,2026-01-08 21:24:41,2026-01-21 21:24:41,2026-01-25 21:24:41,1149.01,1938.688
616,848,Erick Sá,Gonçalves,AC,27,Scania P320,DCB9288,3,CD João Pessoa,João Pessoa,PB,CD Camaçari,Camaçari,BA,2026-01-13 04:22:05,2026-01-22 04:22:05,2026-01-26 04:22:05,1240.81,1092.941
835,848,Erick Sá,Gonçalves,AC,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Joinville,Joinville,SC,CD Maringá,Maringá,PR,2026-05-28 05:39:39,2026-05-31 05:39:39,2026-06-15 05:39:39,746.13,1515.706
374,849,Srta. Fernanda Rezende,Vieira dos Dourados,TO,21,Mercedes-Benz Sprinter,WDM2991,3,CD Duque de Caxias,Duque de Caxias,RJ,CD Franca,Franca,SP,2026-01-29 16:29:22,2026-02-13 16:29:22,2026-02-14 16:29:22,1121.18,1940.889
307,850,Diogo Abreu,Castro,ES,27,Scania P320,DCB9288,3,CD Santos,Santos,SP,CD Arapiraca,Arapiraca,AL,2026-02-05 22:59:29,2026-02-15 22:59:29,2026-02-18 22:59:29,802.93,1266.816
953,850,Diogo Abreu,Castro,ES,19,Ford Ranger,YTU8726,2,CD Sinop,Sinop,MT,CD Parnaíba,Parnaíba,PI,2026-05-08 06:30:09,2026-05-13 06:30:09,,664.88,730.281
752,851,Asafe Ramos,Costa,DF,26,Volkswagen Constellation 24.280,AEV8053,3,CD Nova Iguaçu,Nova Iguaçu,RJ,CD Montes Claros,Montes Claros,MG,2026-06-04 23:43:43,2026-06-07 23:43:43,2026-06-21 23:43:43,1316.65,1755.725
808,851,Asafe Ramos,Costa,DF,15,Citroen C3,POW7674,1,CD Vitória,Vitória,ES,CD Camaçari,Camaçari,BA,2026-06-01 00:14:06,2026-06-15 00:14:06,,43.21,25.867
226,852,Paulo Macedo,Porto,SC,16,Fiat Toro,COX0501,2,CD Barueri,Barueri,SP,CD Caruaru,Caruaru,PE,2026-03-06 20:15:02,2026-03-14 20:15:02,2026-03-14 20:15:02,559.64,518.277
310,852,Paulo Macedo,Porto,SC,28,Volvo VM 270,NOG4159,3,CD Petrolina,Petrolina,PE,CD São Carlos,São Carlos,SP,2026-02-21 18:42:39,2026-03-07 18:42:39,2026-03-03 18:42:39,2098.6,1766.285
371,852,Paulo Macedo,Porto,SC,27,Scania P320,DCB9288,3,CD Niterói,Niterói,RJ,CD Vitória,Vitória,ES,2026-02-22 19:49:42,2026-02-25 19:49:42,,1064.58,1538.889
133,853,Otto Andrade,Caldeira,ES,22,Renault Master,JVZ8251,3,CD Sobral,Sobral,CE,CD São Carlos,São Carlos,SP,2026-05-29 15:47:47,2026-06-06 15:47:47,2026-06-03 15:47:47,810.15,1080.841
277,854,Sra. Liz Brito,da Cruz dos Dourados,GO,29,Iveco Tector 240E30,KIW4424,3,CD Ponta Grossa,Ponta Grossa,PR,CD Itajaí,Itajaí,SC,2026-03-23 02:43:58,2026-03-27 02:43:58,,803.64,1202.015
571,854,Sra. Liz Brito,da Cruz dos Dourados,GO,28,Volvo VM 270,NOG4159,3,CD Rio de Janeiro,Rio de Janeiro,RJ,CD Blumenau,Blumenau,SC,2026-06-02 22:20:34,2026-06-05 22:20:34,2026-06-15 22:20:34,544.74,1208.792
242,856,Lucas Gabriel Rocha,da Luz,PE,30,DAF XF 480,KSZ8486,3,CD Araçatuba,Araçatuba,SP,CD Recife,Recife,PE,2026-06-06 11:36:39,2026-06-14 11:36:39,2026-06-17 11:36:39,1236.28,1381.203
816,858,Dra. Maria Julia Cardoso,Montenegro do Galho,PI,30,DAF XF 480,KSZ8486,3,CD Santarém,Santarém,PA,CD Caruaru,Caruaru,PE,2026-05-10 08:44:23,2026-05-22 08:44:23,,928.63,1645.198
809,861,Dr. Vitor Rodrigues,da Rocha do Galho,SE,19,Ford Ranger,YTU8726,2,CD Jundiaí,Jundiaí,SP,CD Campo Grande,Campo Grande,MS,2026-03-13 22:52:00,2026-03-26 22:52:00,2026-03-19 22:52:00,370.0,488.337
720,862,Ana Gomes,Fernandes Grande,PE,22,Renault Master,JVZ8251,3,CD Juazeiro do Norte,Juazeiro do Norte,CE,CD Governador Valadares,Governador Valadares,MG,2026-01-11 11:42:39,2026-01-24 11:42:39,2026-01-22 11:42:39,1369.06,1996.862
803,862,Ana Gomes,Fernandes Grande,PE,21,Mercedes-Benz Sprinter,WDM2991,3,CD Macapá,Macapá,AP,CD Rio de Janeiro,Rio de Janeiro,RJ,2026-05-12 16:45:17,2026-05-26 16:45:17,2026-05-26 16:45:17,1540.3,1372.23
49,863,Lorenzo Pacheco,Mendes,SC,23,Fiat Ducato,AUR0775,3,CD Marília,Marília,SP,CD São Carlos,São Carlos,SP,2026-05-06 06:12:39,2026-05-19 06:12:39,2026-05-23 06:12:39,1190.4,1299.817
267,864,Danilo Vieira,Porto da Praia,MA,19,Ford Ranger,YTU8726,2,CD Franca,Franca,SP,CD Camaçari,Camaçari,BA,2026-03-05 18:18:24,2026-03-17 18:18:24,2026-03-07 18:18:24,164.55,293.086
321,866,Sr. Arthur Aparecida,Pereira,RN,24,Volkswagen Delivery 11.180,SBS6419,3,CD Marília,Marília,SP,CD Guarulhos,Guarulhos,SP,2026-03-30 08:43:17,2026-04-14 08:43:17,2026-04-02 08:43:17,794.1,1520.785
389,866,Sr. Arthur Aparecida,Pereira,RN,23,Fiat Ducato,AUR0775,3,CD São José dos Campos,São José dos Campos,SP,CD Novo Hamburgo,Novo Hamburgo,RS,2026-05-31 16:25:16,2026-06-15 16:25:16,,1049.51,1596.907
859,868,Dr. Vitor Hugo Barbosa,Novais do Galho,ES,19,Ford Ranger,YTU8726,2,CD Teresina,Teresina,PI,CD Imperatriz,Imperatriz,MA,2026-01-08 22:10:52,2026-01-23 22:10:52,,108.96,105.184
12,869,Fernando Novaes,Siqueira,PR,5,Chevrolet Onix,PIO2288,1,CD Porto Velho,Porto Velho,RO,CD Boa Vista,Boa Vista,RR,2026-05-10 13:23:28,2026-05-20 13:23:28,,49.67,39.004
680,870,Vinícius Fogaça,Rios das Flores,AM,7,Hyundai HB20,EOY4603,1,CD Nova Iguaçu,Nova Iguaçu,RJ,CD Brasília,Brasília,DF,2026-02-12 16:27:25,2026-02-15 16:27:25,2026-03-02 16:27:25,96.58,61.277
135,872,Igor Pacheco,Costela,MT,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Foz do Iguaçu,Foz do Iguaçu,PR,CD Santos,Santos,SP,2026-01-15 15:05:00,2026-01-23 15:05:00,2026-01-22 15:05:00,2113.66,1999.444
913,872,Igor Pacheco,Costela,MT,19,Ford Ranger,YTU8726,2,CD Itajaí,Itajaí,SC,CD Salvador,Salvador,BA,2026-01-04 15:05:30,2026-01-08 15:05:30,2026-01-22 15:05:30,174.47,254.383
252,873,Beatriz Sampaio,Sá de da Rocha,MG,24,Volkswagen Delivery 11.180,SBS6419,3,CD Maceió,Maceió,AL,CD Feira de Santana,Feira de Santana,BA,2026-06-10 08:12:55,2026-06-22 08:12:55,,1077.65,1952.307
686,873,Beatriz Sampaio,Sá de da Rocha,MG,23,Fiat Ducato,AUR0775,3,CD Linhares,Linhares,ES,CD Campos dos Goytacazes,Campos dos Goytacazes,RJ,2026-03-02 02:16:47,2026-03-17 02:16:47,2026-03-12 02:16:47,1057.7,1509.013
881,873,Beatriz Sampaio,Sá de da Rocha,MG,20,Volkswagen Amarok,LDU5797,2,CD Maceió,Maceió,AL,CD Limeira,Limeira,SP,2026-06-08 11:44:32,2026-06-16 11:44:32,2026-06-12 11:44:32,181.81,222.769
748,874,Maria Helena Rezende,Sousa,BA,29,Iveco Tector 240E30,KIW4424,3,CD Araçatuba,Araçatuba,SP,CD Ribeirão Preto,Ribeirão Preto,SP,2026-01-15 11:07:57,2026-01-25 11:07:57,2026-01-17 11:07:57,1157.3,1794.907
626,875,João Guilherme Ramos,Pacheco,AL,9,Honda Civic,EPY9357,1,CD Governador Valadares,Governador Valadares,MG,CD Petrolina,Petrolina,PE,2026-02-06 09:28:27,2026-02-10 09:28:27,2026-02-23 09:28:27,53.01,29.019
891,875,João Guilherme Ramos,Pacheco,AL,19,Ford Ranger,YTU8726,2,CD Recife,Recife,PE,CD Salvador,Salvador,BA,2026-04-06 22:55:06,2026-04-11 22:55:06,2026-04-13 22:55:06,721.28,664.613
915,876,Olívia Moraes,Cassiano,RJ,22,Renault Master,JVZ8251,3,CD Contagem,Contagem,MG,CD Santarém,Santarém,PA,2026-06-08 13:45:22,2026-06-12 13:45:22,2026-06-20 13:45:22,689.85,1176.812
